index,params
3341,0.157306
3342,0.344346
3343,0.344346
3344,0.400346
3345,0.372346
3346,0.344346
3347,0.129306
3348,0.587386
3349,0.129306
3350,0.344346
3351,0.316346
3352,0.101306
3353,0.802426
3354,0.372346
3355,0.372346
3356,0.157306
3357,0.344346
3358,0.157306
3359,0.316346
3360,0.428346
3361,0.587386
3362,0.101306
3363,0.101306
3364,0.344346
3365,0.615386
3366,0.615386
3367,0.587386
3368,0.101306
3369,0.316346
3370,0.587386
3371,0.372346
3372,0.344346
3373,0.615386
3374,0.344346
3375,0.316346
3376,0.316346
3377,0.615386
3378,0.372346
3379,0.559386
3380,0.830426
3381,0.372346
3382,0.101306
3383,0.802426
3384,0.587386
3385,0.643386
3386,0.101306
3387,0.316346
3388,0.344346
3389,0.587386
3390,0.316346
3391,0.587386
3392,0.101306
3393,0.344346
3394,0.101306
3395,0.372346
3396,0.101306
3397,0.372346
3398,0.101306
3399,0.587386
3400,0.157306
3401,0.372346
3402,0.372346
3403,0.587386
3404,0.372346
3405,0.802426
3406,0.372346
3407,0.587386
3408,0.101306
3409,0.344346
3410,0.344346
3411,0.129306
3412,0.344346
3413,0.073306
3414,0.587386
3415,0.559386
3416,0.372346
3417,0.587386
3418,0.073306
3419,0.830426
3420,0.372346
3421,0.101306
3422,0.101306
3423,0.101306
3424,0.643386
3425,0.073306
3426,0.073306
3427,0.372346
3428,0.615386
3429,0.344346
3430,0.615386
3431,0.101306
3432,0.372346
3433,0.802426
3434,1.045466
3435,0.372346
3436,0.129306
3437,0.073306
3438,0.559386
3439,0.615386
3440,0.157306
3441,0.157306
3442,0.073306
3443,0.316346
3444,0.400346
3445,0.185306
3446,0.101306
3447,0.559386
3448,0.073306
3449,0.101306
3450,0.185306
3451,0.372346
3452,0.316346
3453,0.129306
3454,0.316346
3455,0.316346
3456,1.045466
3457,0.157306
3458,0.643386
3459,0.344346
3460,0.101306
3461,0.615386
3462,0.344346
3463,0.101306
3464,1.045466
3465,0.316346
3466,0.372346
3467,0.802426
3468,0.372346
3469,0.400346
3470,0.587386
3471,0.316346
3472,0.073306
3473,0.802426
3474,0.587386
3475,0.372346
3476,0.073306
3477,0.802426
3478,0.316346
3479,0.129306
3480,0.157306
3481,0.129306
3482,0.344346
3483,0.344346
3484,0.372346
3485,0.559386
3486,0.615386
3487,0.344346
3488,0.344346
3489,0.559386
3490,0.587386
3491,0.344346
3492,0.129306
3493,0.587386
3494,0.157306
3495,0.344346
3496,0.101306
3497,0.587386
3498,0.400346
3499,0.129306
3500,0.400346
3501,0.073306
3502,0.344346
3503,0.643386
3504,0.559386
3505,0.372346
3506,0.802426
3507,0.587386
3508,0.101306
3509,0.316346
3510,0.129306
3511,0.316346
3512,0.372346
3513,0.129306
3514,0.129306
3515,0.101306
3516,0.559386
3517,0.344346
3518,0.157306
3519,0.316346
3520,0.101306
3521,0.101306
3522,0.316346
3523,0.344346
3524,0.587386
3525,0.400346
3526,0.372346
3527,0.615386
3528,0.372346
3529,0.316346
3530,0.858426
3531,0.101306
3532,0.316346
3533,0.830426
3534,0.101306
3535,0.129306
3536,0.316346
3537,0.587386
3538,0.615386
3539,0.802426
3540,0.587386
3541,0.316346
3542,0.101306
3543,0.372346
3544,0.316346
3545,0.073306
3546,0.344346
3547,0.802426
3548,0.157306
3549,0.316346
3550,0.372346
3551,0.372346
3552,0.587386
3553,0.101306
3554,0.344346
3555,0.559386
3556,0.101306
3557,0.559386
3558,0.858426
3559,0.587386
3560,0.316346
3561,0.344346
3562,0.372346
3563,0.101306
3564,0.073306
3565,0.587386
3566,0.372346
3567,0.344346
3568,0.587386
3569,0.400346
3570,0.587386
3571,0.344346
3572,0.802426
3573,0.129306
3574,0.157306
3575,1.045466
3576,0.344346
3577,0.400346
3578,0.615386
3579,0.101306
3580,0.643386
3581,0.587386
3582,0.372346
3583,0.129306
3584,0.101306
3585,0.344346
3586,0.559386
3587,0.615386
3588,0.802426
3589,0.372346
3590,0.559386
3591,0.316346
3592,0.830426
3593,0.344346
3594,0.344346
3595,0.559386
3596,0.157306
3597,0.559386
3598,0.587386
3599,0.101306
3600,0.615386
3601,0.101306
3602,0.316346
3603,0.587386
3604,0.559386
3605,0.372346
3606,0.316346
3607,0.858426
3608,0.101306
3609,0.372346
3610,0.802426
3611,0.344346
3612,0.587386
3613,0.344346
3614,0.344346
3615,0.344346
3616,0.316346
3617,0.400346
3618,0.615386
3619,0.802426
3620,0.101306
3621,0.886426
3622,0.615386
3623,0.344346
3624,0.372346
3625,0.372346
3626,0.344346
3627,0.372346
3628,0.559386
3629,0.129306
3630,0.129306
3631,0.559386
3632,0.344346
3633,0.101306
3634,0.101306
3635,0.344346
3636,0.185306
3637,0.830426
3638,0.587386
3639,0.101306
3640,0.587386
3641,0.101306
3642,0.372346
3643,0.316346
3644,0.129306
3645,0.802426
3646,0.615386
3647,0.428346
3648,0.344346
3649,0.559386
3650,0.372346
3651,0.615386
3652,0.157306
3653,0.830426
3654,0.559386
3655,0.830426
3656,0.559386
3657,0.316346
3658,0.372346
3659,0.101306
3660,0.587386
3661,0.587386
3662,0.101306
3663,0.400346
3664,0.615386
3665,0.101306
3666,0.129306
3667,0.587386
3668,0.372346
3669,0.587386
3670,0.559386
3671,0.344346
3672,0.615386
3673,0.316346
3674,0.344346
3675,0.428346
3676,0.344346
3677,0.372346
3678,0.559386
3679,0.073306
3680,0.101306
3681,0.101306
3682,0.830426
3683,0.157306
3684,0.073306
3685,0.101306
3686,0.129306
3687,0.101306
3688,0.587386
3689,0.185306
3690,0.400346
3691,0.101306
3692,1.073466
3693,0.129306
3694,0.830426
3695,0.858426
3696,0.344346
3697,0.830426
3698,0.316346
3699,0.129306
3700,0.344346
3701,0.344346
3702,0.400346
3703,0.559386
3704,0.101306
3705,0.830426
3706,0.587386
3707,0.316346
3708,0.372346
3709,0.344346
3710,0.830426
3711,0.615386
3712,0.101306
3713,0.129306
3714,0.073306
3715,0.802426
3716,0.316346
3717,0.344346
3718,0.559386
3719,0.559386
3720,0.316346
3721,0.802426
3722,0.559386
3723,0.129306
3724,0.157306
3725,0.587386
3726,0.587386
3727,0.559386
3728,0.316346
3729,0.316346
3730,0.559386
3731,0.858426
3732,0.802426
3733,0.400346
3734,0.316346
3735,0.615386
3736,0.073306
3737,0.587386
3738,0.858426
3739,0.372346
3740,0.587386
3741,0.101306
3742,0.157306
3743,0.101306
3744,0.587386
3745,0.372346
3746,0.559386
3747,0.101306
3748,0.858426
3749,0.344346
3750,0.559386
3751,0.615386
3752,0.157306
3753,0.344346
3754,0.830426
3755,0.559386
3756,0.157306
3757,0.372346
3758,0.157306
3759,0.344346
3760,0.559386
3761,0.344346
3762,0.372346
3763,0.316346
3764,0.129306
3765,0.587386
3766,0.316346
3767,1.101466
3768,0.101306
3769,0.372346
3770,0.129306
3771,0.858426
3772,0.344346
3773,0.316346
3774,0.101306
3775,0.830426
3776,0.372346
3777,0.101306
3778,0.344346
3779,0.643386
3780,0.615386
3781,0.559386
3782,0.400346
3783,0.559386
3784,0.344346
3785,0.316346
3786,0.372346
3787,0.830426
3788,0.372346
3789,0.101306
3790,0.316346
3791,0.372346
3792,0.316346
3793,0.344346
3794,0.643386
3795,0.559386
3796,0.316346
3797,0.316346
3798,0.316346
3799,0.101306
3800,0.101306
3801,0.157306
3802,0.587386
3803,0.858426
3804,0.157306
3805,1.045466
3806,0.344346
3807,0.129306
3808,0.559386
3809,0.316346
3810,0.073306
3811,0.615386
3812,0.400346
3813,0.129306
3814,0.316346
3815,0.372346
3816,0.559386
3817,0.400346
3818,0.643386
3819,0.372346
3820,0.615386
3821,0.344346
3822,0.587386
3823,0.587386
3824,0.101306
3825,0.372346
3826,0.559386
3827,0.185306
3828,0.316346
3829,0.587386
3830,0.615386
3831,0.101306
3832,0.400346
3833,0.559386
3834,0.372346
3835,0.372346
3836,0.587386
3837,0.559386
3838,0.157306
3839,0.101306
3840,0.129306
3841,0.129306
3842,0.157306
3843,0.559386
3844,0.428346
3845,0.372346
3846,0.587386
3847,0.316346
3848,0.101306
3849,1.073466
3850,0.344346
3851,0.400346
3852,0.559386
3853,0.372346
3854,0.316346
3855,0.587386
3856,0.587386
3857,0.559386
3858,0.587386
3859,0.344346
3860,0.372346
3861,0.344346
3862,0.830426
3863,0.316346
3864,0.587386
3865,0.344346
3866,0.101306
3867,0.316346
3868,0.344346
3869,0.344346
3870,0.316346
3871,0.400346
3872,0.559386
3873,0.316346
3874,0.129306
3875,0.344346
3876,0.400346
3877,0.830426
3878,0.344346
3879,0.344346
3880,0.129306
3881,0.559386
3882,0.858426
3883,0.615386
3884,0.344346
3885,0.101306
3886,0.344346
3887,0.157306
3888,0.858426
3889,0.344346
3890,0.129306
3891,0.344346
3892,0.129306
3893,0.559386
3894,0.073306
3895,0.344346
3896,0.344346
3897,0.073306
3898,0.344346
3899,0.802426
3900,0.344346
3901,0.316346
3902,0.372346
3903,0.587386
3904,0.344346
3905,0.129306
3906,0.344346
3907,0.802426
3908,0.344346
3909,0.129306
3910,0.316346
3911,0.073306
3912,0.400346
3913,0.615386
3914,0.316346
3915,0.344346
3916,0.372346
3917,0.400346
3918,0.316346
3919,0.587386
3920,0.400346
3921,0.559386
3922,0.802426
3923,0.316346
3924,0.101306
3925,0.372346
3926,0.157306
3927,0.559386
3928,1.073466
3929,0.157306
3930,0.372346
3931,0.858426
3932,0.587386
3933,0.615386
3934,0.615386
3935,0.559386
3936,0.344346
3937,0.400346
3938,0.157306
3939,0.129306
3940,0.344346
3941,0.129306
3942,0.372346
3943,0.073306
3944,0.316346
3945,0.372346
3946,0.101306
3947,0.372346
3948,0.073306
3949,0.400346
3950,0.157306
3951,0.316346
3952,0.372346
3953,0.129306
3954,0.101306
3955,0.372346
3956,0.344346
3957,0.587386
3958,0.129306
3959,0.344346
3960,0.129306
3961,0.316346
3962,0.129306
3963,0.344346
3964,0.344346
3965,0.559386
3966,0.344346
3967,0.615386
3968,0.830426
3969,0.587386
3970,0.344346
3971,0.587386
3972,0.559386
3973,0.559386
3974,0.559386
3975,0.615386
3976,0.587386
3977,0.615386
3978,0.372346
3979,0.316346
3980,0.129306
3981,0.587386
3982,0.587386
3983,0.129306
3984,0.129306
3985,0.587386
3986,0.802426
3987,0.316346
3988,0.587386
3989,0.559386
3990,0.858426
3991,0.344346
3992,0.372346
3993,0.372346
3994,0.372346
3995,0.101306
3996,0.372346
3997,0.400346
3998,0.400346
3999,0.073306
4000,0.615386
4001,0.316346
4002,0.559386
4003,0.372346
4004,0.344346
4005,0.372346
4006,0.344346
4007,0.372346
4008,0.372346
4009,0.344346
4010,0.129306
4011,0.559386
4012,0.129306
4013,0.643386
4014,0.344346
4015,0.559386
4016,0.372346
4017,0.587386
4018,0.073306
4019,0.587386
4020,0.073306
4021,0.316346
4022,0.344346
4023,0.615386
4024,0.615386
4025,0.101306
4026,0.101306
4027,0.316346
4028,0.316346
4029,0.157306
4030,0.559386
4031,0.559386
4032,0.372346
4033,0.316346
4034,0.129306
4035,0.101306
4036,0.101306
4037,1.045466
4038,0.129306
4039,0.372346
4040,0.073306
4041,0.858426
4042,0.559386
4043,0.129306
4044,0.400346
4045,0.129306
4046,0.587386
4047,0.587386
4048,0.129306
4049,0.372346
4050,0.830426
4051,0.316346
4052,0.587386
4053,0.129306
4054,0.316346
4055,0.101306
4056,0.802426
4057,0.157306
4058,0.129306
4059,0.101306
4060,0.344346
4061,0.587386
4062,0.830426
4063,0.615386
4064,0.101306
4065,0.316346
4066,0.316346
4067,0.559386
4068,0.129306
4069,0.615386
4070,0.157306
4071,0.129306
4072,0.157306
4073,0.316346
4074,0.344346
4075,0.802426
4076,0.157306
4077,0.400346
4078,0.101306
4079,0.372346
4080,0.858426
4081,0.344346
4082,0.344346
4083,0.615386
4084,0.157306
4085,0.372346
4086,0.073306
4087,0.372346
4088,0.559386
4089,0.101306
4090,0.587386
4091,0.344346
4092,0.157306
4093,0.344346
4094,0.344346
4095,0.344346
4096,0.344346
4097,0.316346
4098,0.129306
4099,0.587386
4100,0.101306
4101,0.101306
4102,0.802426
4103,0.316346
4104,0.372346
4105,0.372346
4106,0.372346
4107,0.400346
4108,0.316346
4109,0.344346
4110,0.316346
4111,0.372346
4112,0.129306
4113,0.400346
4114,0.830426
4115,0.316346
4116,0.344346
4117,0.316346
4118,0.157306
4119,0.372346
4120,0.129306
4121,0.372346
4122,0.344346
4123,0.372346
4124,0.615386
4125,0.886426
4126,0.372346
4127,0.344346
4128,0.559386
4129,0.372346
4130,0.129306
4131,0.587386
4132,0.344346
4133,0.858426
4134,0.615386
4135,0.643386
4136,0.372346
4137,0.802426
4138,0.316346
4139,0.316346
4140,0.344346
4141,1.045466
4142,0.344346
4143,0.587386
4144,0.344346
4145,0.101306
4146,0.316346
4147,0.185306
4148,0.587386
4149,0.344346
4150,0.830426
4151,0.372346
4152,0.316346
4153,0.316346
4154,0.372346
4155,0.101306
4156,0.802426
4157,0.559386
4158,0.073306
4159,0.073306
4160,0.372346
4161,0.101306
4162,0.372346
4163,0.802426
4164,0.316346
4165,0.129306
4166,0.802426
4167,0.587386
4168,0.400346
4169,0.316346
4170,0.073306
4171,0.615386
4172,0.129306
4173,0.344346
4174,0.129306
4175,0.073306
4176,0.372346
4177,0.316346
4178,0.316346
4179,0.129306
4180,0.400346
4181,0.615386
4182,0.802426
4183,0.101306
4184,1.073466
4185,0.157306
4186,0.344346
4187,0.587386
4188,0.428346
4189,0.073306
4190,0.344346
4191,0.830426
4192,0.643386
4193,0.643386
4194,0.587386
4195,0.587386
4196,0.400346
4197,0.643386
4198,0.101306
4199,0.587386
4200,0.073306
4201,0.802426
4202,0.400346
4203,0.587386
4204,0.316346
4205,0.101306
4206,0.101306
4207,0.129306
4208,0.643386
4209,0.615386
4210,0.344346
4211,0.559386
4212,0.643386
4213,0.372346
4214,0.372346
4215,0.344346
4216,0.344346
4217,0.559386
4218,0.615386
4219,0.316346
4220,0.101306
4221,0.129306
4222,0.587386
4223,0.157306
4224,0.129306
4225,0.129306
4226,0.587386
4227,0.101306
4228,0.615386
4229,0.615386
4230,0.101306
4231,0.316346
4232,0.400346
4233,0.615386
4234,0.587386
4235,0.858426
4236,0.344346
4237,0.858426
4238,0.559386
4239,0.802426
4240,0.129306
4241,0.559386
4242,0.073306
4243,0.073306
4244,0.858426
4245,0.587386
4246,0.559386
4247,0.587386
4248,0.129306
4249,0.101306
4250,0.344346
4251,0.316346
4252,0.643386
4253,0.101306
4254,0.344346
4255,0.129306
4256,0.129306
4257,0.129306
4258,0.802426
4259,0.316346
4260,0.344346
4261,0.101306
4262,0.372346
4263,0.802426
4264,0.830426
4265,0.344346
4266,0.802426
4267,0.615386
4268,0.587386
4269,1.073466
4270,0.101306
4271,0.587386
4272,0.400346
4273,0.316346
4274,0.344346
4275,0.643386
4276,0.157306
4277,0.129306
4278,0.615386
4279,0.316346
4280,0.372346
4281,0.830426
4282,0.129306
4283,0.372346
4284,0.587386
4285,0.559386
4286,0.129306
4287,0.587386
4288,0.344346
4289,0.344346
4290,0.587386
4291,0.129306
4292,0.101306
4293,0.129306
4294,0.372346
4295,0.129306
4296,0.129306
4297,0.400346
4298,0.372346
4299,0.344346
4300,0.157306
4301,0.344346
4302,0.129306
4303,0.073306
4304,0.615386
4305,0.559386
4306,0.129306
4307,0.400346
4308,0.129306
4309,0.157306
4310,0.587386
4311,0.101306
4312,0.372346
4313,0.372346
4314,0.101306
4315,0.559386
4316,0.129306
4317,0.241306
4318,0.101306
4319,0.073306
4320,0.157306
4321,0.101306
4322,0.559386
4323,0.587386
4324,0.559386
4325,0.643386
4326,0.559386
4327,0.129306
4328,0.129306
4329,0.559386
4330,0.587386
4331,0.101306
4332,0.344346
4333,0.559386
4334,0.587386
4335,0.344346
4336,0.344346
4337,0.129306
4338,0.559386
4339,0.615386
4340,0.587386
4341,0.344346
4342,0.344346
4343,0.802426
4344,0.316346
4345,0.316346
4346,0.559386
4347,0.615386
4348,0.129306
4349,0.372346
4350,0.316346
4351,0.830426
4352,0.559386
4353,0.073306
4354,0.587386
4355,0.344346
4356,0.344346
4357,0.400346
4358,0.830426
4359,0.101306
4360,0.101306
4361,0.615386
4362,0.129306
4363,0.372346
4364,0.587386
4365,0.372346
4366,0.129306
4367,0.587386
4368,0.802426
4369,0.344346
4370,0.587386
4371,0.316346
4372,0.372346
4373,0.129306
4374,0.101306
4375,0.101306
4376,0.587386
4377,0.559386
4378,0.316346
4379,0.344346
4380,0.372346
4381,0.830426
4382,0.372346
4383,0.344346
4384,0.073306
4385,0.802426
4386,0.643386
4387,0.344346
4388,0.344346
4389,0.830426
4390,0.559386
4391,0.129306
4392,0.372346
4393,0.587386
4394,0.316346
4395,0.587386
4396,0.316346
4397,0.372346
4398,0.587386
4399,0.559386
4400,0.344346
4401,0.587386
4402,0.157306
4403,0.830426
4404,1.101466
4405,0.157306
4406,0.101306
4407,0.559386
4408,0.587386
4409,0.157306
4410,0.101306
4411,0.559386
4412,0.559386
4413,0.101306
4414,0.344346
4415,0.587386
4416,0.559386
4417,0.316346
4418,0.830426
4419,0.615386
4420,0.559386
4421,0.129306
4422,0.858426
4423,0.372346
4424,0.643386
4425,0.101306
4426,0.101306
4427,0.101306
4428,0.372346
4429,0.344346
4430,0.101306
4431,0.587386
4432,0.129306
4433,0.428346
4434,0.316346
4435,0.316346
4436,0.559386
4437,0.344346
4438,0.316346
4439,0.101306
4440,0.344346
4441,0.858426
4442,0.372346
4443,0.587386
4444,0.400346
4445,0.344346
4446,0.129306
4447,0.185306
4448,0.344346
4449,0.372346
4450,0.073306
4451,0.185306
4452,0.830426
4453,0.830426
4454,1.073466
4455,0.615386
4456,0.372346
4457,0.587386
4458,0.372346
4459,0.157306
4460,0.344346
4461,0.101306
4462,0.587386
4463,0.802426
4464,0.559386
4465,0.372346
4466,0.316346
4467,0.372346
4468,0.559386
4469,0.344346
4470,0.802426
4471,0.372346
4472,0.372346
4473,0.344346
4474,0.615386
4475,0.400346
4476,0.101306
4477,0.372346
4478,0.073306
4479,0.830426
4480,0.316346
4481,0.101306
4482,0.101306
4483,0.316346
4484,0.316346
4485,0.615386
4486,0.830426
4487,1.045466
4488,0.073306
4489,0.587386
4490,0.830426
4491,0.344346
4492,0.316346
4493,0.073306
4494,0.129306
4495,0.073306
4496,0.615386
4497,0.101306
4498,0.101306
4499,0.101306
4500,0.372346
4501,0.559386
4502,0.101306
4503,0.802426
4504,0.316346
4505,0.615386
4506,0.344346
4507,0.587386
4508,0.101306
4509,0.344346
4510,0.615386
4511,0.830426
4512,0.101306
4513,0.615386
4514,0.129306
4515,0.372346
4516,0.372346
4517,0.073306
4518,0.587386
4519,0.344346
4520,0.101306
4521,0.587386
4522,0.400346
4523,0.344346
4524,0.073306
4525,0.101306
4526,0.316346
4527,0.101306
4528,0.129306
4529,0.344346
4530,0.802426
4531,0.559386
4532,0.344346
4533,0.802426
4534,0.129306
4535,0.101306
4536,0.830426
4537,0.344346
4538,0.372346
4539,0.344346
4540,0.157306
4541,0.587386
4542,0.559386
4543,0.615386
4544,0.615386
4545,0.344346
4546,0.344346
4547,0.316346
4548,0.316346
4549,0.344346
4550,0.830426
4551,0.559386
4552,0.129306
4553,0.400346
4554,0.101306
4555,0.344346
4556,0.157306
4557,1.073466
4558,0.372346
4559,0.316346
4560,0.830426
4561,0.587386
4562,0.615386
4563,0.316346
4564,0.372346
4565,0.344346
4566,0.344346
4567,0.344346
4568,0.316346
4569,0.073306
4570,0.344346
4571,0.615386
4572,0.802426
4573,0.372346
4574,0.129306
4575,0.344346
4576,0.344346
4577,0.400346
4578,0.129306
4579,0.400346
4580,0.858426
4581,0.559386
4582,0.344346
4583,0.615386
4584,0.372346
4585,0.615386
4586,0.101306
4587,0.316346
4588,0.615386
4589,0.615386
4590,0.157306
4591,0.372346
4592,0.372346
4593,0.372346
4594,0.101306
4595,0.372346
4596,0.316346
4597,0.559386
4598,0.559386
4599,0.615386
4600,0.316346
4601,0.643386
4602,0.185306
4603,0.073306
4604,1.073466
4605,0.559386
4606,0.101306
4607,0.129306
4608,0.830426
4609,1.045466
4610,0.073306
4611,0.129306
4612,0.101306
4613,0.400346
4614,0.316346
4615,0.101306
4616,0.372346
4617,0.587386
4618,0.073306
4619,0.101306
4620,0.344346
4621,0.372346
4622,0.372346
4623,0.372346
4624,0.830426
4625,0.400346
4626,0.830426
4627,0.372346
4628,0.101306
4629,0.372346
4630,0.615386
4631,0.830426
4632,0.157306
4633,0.344346
4634,0.587386
4635,0.587386
4636,0.157306
4637,0.372346
4638,0.830426
4639,0.372346
4640,0.344346
4641,0.643386
4642,0.372346
4643,0.073306
4644,0.344346
4645,0.129306
4646,0.316346
4647,0.316346
4648,0.372346
4649,0.344346
4650,0.344346
4651,0.129306
4652,0.615386
4653,0.344346
4654,0.559386
4655,1.073466
4656,0.316346
4657,0.316346
4658,0.344346
4659,0.344346
4660,0.073306
4661,0.316346
4662,0.587386
4663,0.559386
4664,0.587386
4665,0.316346
4666,0.643386
4667,0.157306
4668,0.587386
4669,0.157306
4670,0.073306
4671,0.101306
4672,0.643386
4673,0.372346
4674,0.615386
4675,0.830426
4676,0.101306
4677,0.372346
4678,0.587386
4679,0.157306
4680,0.316346
4681,0.886426
4682,0.372346
4683,0.372346
4684,0.559386
4685,0.316346
4686,0.101306
4687,0.316346
4688,0.129306
4689,0.400346
4690,0.344346
4691,1.045466
4692,0.587386
4693,1.045466
4694,0.802426
4695,0.559386
4696,1.073466
4697,0.185306
4698,0.830426
4699,0.344346
4700,0.101306
4701,0.344346
4702,0.101306
4703,0.344346
4704,0.344346
4705,0.157306
4706,0.316346
4707,0.643386
4708,0.830426
4709,0.344346
4710,0.344346
4711,0.101306
4712,0.316346
4713,0.372346
4714,0.157306
4715,0.344346
4716,0.129306
4717,0.400346
4718,0.073306
4719,0.344346
4720,0.101306
4721,0.587386
4722,0.344346
4723,0.559386
4724,0.129306
4725,0.316346
4726,0.400346
4727,0.587386
4728,0.372346
4729,0.858426
4730,0.372346
4731,0.185306
4732,0.316346
4733,0.185306
4734,0.344346
4735,0.372346
4736,0.157306
4737,0.073306
4738,0.615386
4739,0.344346
4740,0.802426
4741,0.073306
4742,0.587386
4743,0.587386
4744,0.157306
4745,0.587386
4746,0.344346
4747,0.830426
4748,0.344346
4749,0.559386
4750,0.587386
4751,0.185306
4752,0.587386
4753,0.344346
4754,0.073306
4755,0.372346
4756,0.129306
4757,0.129306
4758,0.587386
4759,0.316346
4760,0.400346
4761,0.587386
4762,0.101306
4763,0.559386
4764,0.344346
4765,0.344346
4766,0.615386
4767,0.316346
4768,0.101306
4769,0.344346
4770,0.400346
4771,0.101306
4772,0.101306
4773,0.587386
4774,0.157306
4775,0.802426
4776,0.129306
4777,0.372346
4778,0.344346
4779,0.587386
4780,0.587386
4781,0.372346
4782,0.615386
4783,0.316346
4784,0.344346
4785,0.400346
4786,0.559386
4787,0.671386
4788,0.587386
4789,0.587386
4790,0.344346
4791,0.344346
4792,0.344346
4793,0.559386
4794,0.316346
4795,0.344346
4796,1.045466
4797,0.802426
4798,0.129306
4799,0.073306
4800,0.587386
4801,0.587386
4802,0.587386
4803,0.344346
4804,0.344346
4805,0.559386
4806,0.101306
4807,0.858426
4808,0.587386
4809,0.344346
4810,0.129306
4811,0.615386
4812,0.129306
4813,0.587386
4814,0.587386
4815,0.559386
4816,0.587386
4817,0.316346
4818,0.316346
4819,0.372346
4820,0.344346
4821,0.344346
4822,0.101306
4823,0.073306
4824,0.830426
4825,0.643386
4826,0.372346
4827,0.316346
4828,0.101306
4829,0.101306
4830,0.344346
4831,0.101306
4832,0.129306
4833,0.559386
4834,0.344346
4835,0.344346
4836,0.157306
4837,0.615386
4838,0.615386
4839,0.129306
4840,0.344346
4841,0.372346
4842,0.344346
4843,0.830426
4844,0.372346
4845,0.559386
4846,0.372346
4847,0.372346
4848,0.372346
4849,0.344346
4850,0.344346
4851,0.073306
4852,0.587386
4853,0.830426
4854,0.101306
4855,0.559386
4856,0.428346
4857,0.587386
4858,0.372346
4859,0.344346
4860,0.157306
4861,0.344346
4862,0.344346
4863,0.316346
4864,0.157306
4865,0.344346
4866,0.372346
4867,0.372346
4868,0.129306
4869,0.587386
4870,0.559386
4871,0.316346
4872,0.802426
4873,0.101306
4874,0.372346
4875,0.101306
4876,0.559386
4877,0.316346
4878,0.344346
4879,0.129306
4880,0.372346
4881,0.372346
4882,0.344346
4883,0.587386
4884,0.073306
4885,0.587386
4886,0.587386
4887,0.400346
4888,0.157306
4889,0.587386
4890,0.101306
4891,0.316346
4892,0.802426
4893,0.802426
4894,0.101306
4895,0.101306
4896,0.587386
4897,0.559386
4898,0.157306
4899,0.372346
4900,0.559386
4901,0.587386
4902,0.615386
4903,0.157306
4904,0.101306
4905,0.157306
4906,0.129306
4907,0.802426
4908,0.101306
4909,0.400346
4910,0.587386
4911,0.559386
4912,0.830426
4913,0.587386
4914,0.073306
4915,0.344346
4916,0.344346
4917,0.372346
4918,0.400346
4919,0.101306
4920,0.344346
4921,0.587386
4922,0.101306
4923,0.101306
4924,0.129306
4925,0.615386
4926,0.858426
4927,0.587386
4928,0.344346
4929,0.344346
4930,0.129306
4931,0.316346
4932,0.129306
4933,0.372346
4934,0.073306
4935,0.129306
4936,0.129306
4937,0.615386
4938,0.316346
4939,0.157306
4940,0.344346
4941,0.587386
4942,0.830426
4943,0.587386
4944,0.101306
4945,0.400346
4946,0.559386
4947,0.400346
4948,0.344346
4949,0.073306
4950,0.344346
4951,0.587386
4952,0.587386
4953,0.344346
4954,1.045466
4955,0.073306
4956,0.073306
4957,0.587386
4958,0.344346
4959,0.428346
4960,0.316346
4961,0.372346
4962,0.316346
4963,0.344346
4964,0.372346
4965,0.129306
4966,0.344346
4967,0.802426
4968,0.129306
4969,0.587386
4970,0.344346
4971,0.129306
4972,0.316346
4973,0.615386
4974,0.587386
4975,0.157306
4976,0.372346
4977,0.372346
4978,0.129306
4979,0.316346
4980,0.129306
4981,0.559386
4982,0.372346
4983,0.587386
4984,0.400346
4985,0.372346
4986,0.830426
4987,0.129306
4988,0.073306
4989,0.372346
4990,0.316346
4991,0.101306
4992,0.157306
4993,0.101306
4994,0.101306
4995,0.344346
4996,0.157306
4997,1.045466
4998,0.344346
4999,0.344346
5000,0.830426
5001,0.344346
5002,0.372346
5003,0.587386
5004,0.344346
5005,0.615386
5006,0.129306
5007,0.073306
5008,0.372346
5009,0.587386
5010,0.129306
5011,0.587386
5012,0.344346
5013,0.129306
5014,0.400346
5015,0.316346
5016,0.129306
5017,0.344346
5018,0.559386
5019,0.587386
5020,0.802426
5021,0.372346
5022,0.073306
5023,0.802426
5024,0.559386
5025,0.830426
5026,0.344346
5027,0.073306
5028,0.615386
5029,0.615386
5030,0.316346
5031,0.559386
5032,0.073306
5033,0.073306
5034,0.073306
5035,0.559386
5036,0.157306
5037,0.101306
5038,0.344346
5039,0.316346
5040,0.559386
5041,0.101306
5042,0.372346
5043,0.316346
5044,0.101306
5045,0.316346
5046,0.372346
5047,0.073306
5048,0.559386
5049,0.316346
5050,0.073306
5051,0.101306
5052,0.073306
5053,0.129306
5054,0.129306
5055,0.344346
5056,0.101306
5057,0.101306
5058,0.101306
5059,0.802426
5060,0.344346
5061,0.157306
5062,0.587386
5063,0.858426
5064,0.101306
5065,0.802426
5066,0.428346
5067,0.587386
5068,0.559386
5069,0.858426
5070,0.316346
5071,0.830426
5072,0.344346
5073,0.372346
5074,0.344346
5075,0.185306
5076,0.559386
5077,0.129306
5078,0.372346
5079,0.185306
5080,0.400346
5081,0.858426
5082,0.372346
5083,0.372346
5084,0.073306
5085,0.101306
5086,0.157306
5087,0.587386
5088,0.559386
5089,0.615386
